The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-433200,-8.254,208.514,484.95
-433100,-8.302,208.728,485.46
-433000,-8.351,208.942,485.97
-432900,-8.39,209.156,486.48
-432800,-8.346,209.37,487.08
-432700,-8.309,209.584,487.69
-432600,-8.272,209.8,488.3
-432500,-8.236,209.611,488.9
-432400,-8.19,209.421,489.51
-432300,-8.19,209.23,490.11
-432200,-8.19,209.039,490.72
-432100,-8.19,208.849,491.32
-432000,-8.19,208.658,491.93
-431900,-8.19,208.467,492.53
-431800,-8.19,208.277,493.11
-431700,-8.19,208.086,493.7
-431600,-8.19,207.896,494.28
-431500,-8.19,207.705,494.86
-431400,-8.19,207.6,495.44
-431300,-8.19,209.08,496.02
-431200,-8.177,210.101,496.6
-431100,-8.16,211.5,497.18
-431000,-8.143,212.333,497.76
-430900,-8.127,213.656,498.34
-430800,-8.11,214.979,498.88
-430700,-8.1,216.301,499.41
-430600,-7.953,217.624,499.94
-430500,-7.85,218.947,500.48
-430400,-7.748,220.269,501.01
-430300,-7.645,221.592,501.54
-430200,-7.58,222.915,502.07
-430100,-7.349,224.237,502.61
-430000,-7.181,225.56,503.14
-429900,-7.012,227.2,503.67
-429800,-6.79,226.545,504.13
-429700,-6.763,225.683,504.59
-429600,-6.724,224.821,505.05
-429500,-6.685,223.959,505.51
-429400,-6.646,223.097,505.97
-429300,-6.61,222.235,506.43
-429200,-6.454,221.372,506.89
-429100,-6.311,220.51,507.35
-429000,-6.167,219.7,507.81
-428900,-6.05,221.378,508.27
-428800,-5.989,222.962,508.59
-428700,-5.937,224.545,508.9
-428600,-5.885,226.128,509.22
-428500,-5.83,227.712,509.53
-428400,-5.532,229.295,509.85
-428300,-5.216,230.878,510.16
-428200,-4.899,232.462,510.48
-428100,-4.63,234.045,510.79
-428000,-4.651,235.628,511.11
-427900,-4.67,237.212,511.42
-427800,-4.688,238.795,511.61
-427700,-4.7,240.378,511.81
-427600,-4.405,242.5,512
-427500,-4.185,243.839,512.2
-427400,-3.95,245.867,512.39
-427300,-3.656,248.2,512.58
-427200,-3.341,248.683,512.78
-427100,-2.93,249.25,512.97
-427000,-2.783,249.818,513.16
-426900,-2.573,250.386,513.36
-426800,-2.29,250.953,513.41
-426700,-2.366,251.521,513.45
-426600,-2.483,252.1,513.5
-426500,-2.6,252.603,513.55
-426400,-2.67,253.117,513.6
-426300,-2.418,253.631,513.65
-426200,-2.238,254.144,513.7
-426100,-2.13,254.658,513.75
-426000,-1.988,255.3,513.79
-425900,-1.85,257.166,513.84
-425800,-1.861,259.653,513.79
-425700,-1.88,262.141,513.75
-425600,-1.9,265.4,513.7
-425500,-1.596,266.371,513.65
-425400,-1.246,267.777,513.6
-425300,-0.99,269.184,513.55
-425200,-0.634,270,513.5
-425100,-0.29,270.283,513.45
-425000,-0.17,270.482,513.41
-424900,-0.013,270.681,513.36
-424800,0.09,270.8,513.19
-424700,-0.088,270.111,513.02
-424600,-0.24,269.619,512.85
-424500,-0.571,269.127,512.68
-424400,-0.955,268.635,512.51
-424300,-1.29,268.3,512.34
-424200,-1.686,268.161,512.17
-424100,-2.036,268.055,512
-424000,-2.34,267.949,511.83
-423900,-2.248,267.844,511.66
-423800,-2.166,267.7,511.47
-423700,-2.1,267.867,511.28
-423600,-2.288,268.127,511.08
-423500,-2.446,268.387,510.89
-423400,-2.59,268.647,510.69
-423300,-2.453,268.907,510.5
-423200,-2.328,269.167,510.31
-423100,-2.21,269.427,510.11
-423000,-1.952,269.687,509.92
-422900,-1.709,269.947,509.73
-422800,-1.51,270.207,509.53
-422700,-1.526,270.467,509.34
-422600,-1.54,270.6,509.14
-422500,-1.55,269.512,508.95
-422400,-1.682,268.781,508.76
-422300,-1.787,268.051,508.56
-422200,-1.87,267.32,508.37
-422100,-1.81,266.4,508.18
-422000,-1.76,266.676,507.98
-421900,-1.72,267.049,507.79
-421800,-1.599,267.422,507.62
-421700,-1.498,267.795,507.45
-421600,-1.43,268.167,507.28
-421500,-1.403,268.6,507.11
-421400,-1.382,268.985,506.94
-421300,-1.37,269.444,506.77
-421200,-1.057,269.902,506.6
-421100,-0.75,270.361,506.43
-421000,-0.713,270.819,506.26
-420900,-0.654,271.278,506.09
-420800,-0.59,271.737,506
-420700,-0.488,272.195,505.9
-420600,-0.375,272.654,505.8
-420500,-0.29,273.112,505.71
-420400,-0.377,273.571,505.61
-420300,-0.48,273.56,505.51
-420200,-0.507,273.08,505.42
-420100,-0.558,272.601,505.32
-420000,-0.62,272.121,505.22
-419900,-0.461,271.641,505.12
-419800,-0.259,271.2,505.15
-419700,-0.09,271.693,505.17
-419600,-0.203,272.149,505.2
-419500,-0.3,272.605,505.22
-419400,-0.35,273.061,505.25
-419300,-0.289,273.7,505.27
-419200,-0.24,273.753,505.29
-419100,-0.267,273.842,505.32
-419000,-0.3,273.931,505.34
-418900,-0.32,274.019,505.37
-418800,-0.299,274.108,505.49
-418700,-0.28,274.197,505.61
-418600,-0.197,274.285,505.73
-418500,-0.086,274.374,505.85
-418400,0.01,274.463,505.97
-418300,0.041,274.551,506.09
-418200,0.08,274.6,506.21
-418100,0.201,273.858,506.34
-418000,0.416,273.346,506.46
-417900,0.61,272.834,506.58
-417800,0.483,272.322,506.82
-417700,0.32,271.8,507.06
-417600,0.334,272.109,507.3
-417500,0.358,272.425,507.55
-417400,0.38,272.74,507.79
-417300,0.583,273.056,508.03
-417200,0.83,273.4,508.27
-417100,0.785,273.245,508.52
-417000,0.72,273.075,508.76
-416900,0.67,272.904,509
-416800,0.501,272.734,509.34
-416700,0.33,272.564,509.68
-416600,0.421,272.393,510.02
-416500,0.544,272.223,510.36
-416400,0.63,272.053,510.69
-416300,0.36,271.882,511.03
-416200,0.1,271.7,511.37
-416100,0.163,272.618,511.71
-416000,0.247,273.606,512.05
-415900,0.31,274.593,512.39
-415800,0.31,275.58,512.83
-415700,0.31,276.4,513.26
-415600,0.404,275.655,513.7
-415500,0.528,275.019,514.13
-415400,0.61,274.382,514.57
-415300,0.349,273.745,515
-415200,0.12,273.109,515.44
-415100,0.136,272.472,515.88
-415000,0.156,271.6,516.31
-414900,0.17,271.184,516.75
-414800,0.311,270.524,517.16
-414700,0.43,269.864,517.57
-414600,0.369,269.204,517.98
-414500,0.3,268.544,518.39
-414400,0.26,267.884,518.81
-414300,0.069,267.224,519.22
-414200,-0.08,266.563,519.63
-414100,0.164,265.903,520.04
-414000,0.57,265.243,520.45
-413900,0.595,264.9,520.86
-413800,0.642,266.401,521.32
-413700,0.68,267.415,521.78
-413600,0.454,268.429,522.24
-413500,0.23,269.444,522.71
-413400,0.318,270.458,523.17
-413300,0.424,271.472,523.63
-413200,0.48,272.486,524.09
-413100,0.601,273.5,524.55
-413000,0.66,274.9,525.01
-412900,0.351,275.182,525.47
-412800,0.08,275.637,525.78
-412700,0.214,276.092,526.1
-412600,0.43,276.546,526.41
-412500,0.445,277.001,526.72
-412400,0.471,277.456,527.04
-412300,0.49,277.911,527.35
-412200,0.463,278.366,527.67
-412100,0.44,278.82,527.98
-412000,0.557,279.275,528.3
-411900,0.72,279.73,528.61
-411800,0.793,280.185,528.88
-411700,0.95,280.639,529.15
-411600,1.137,281.094,529.41
-411500,1.64,281.549,529.68
-411400,1.573,282.004,529.95
-411300,1.443,282.459,530.21
-411200,1.37,282.913,530.48
-411100,1.439,283.5,530.74
-411000,1.47,283.426,531.01
-410900,1.633,283.322,531.28
-410800,1.72,283.218,531.35
-410700,1.561,283.114,531.42
-410600,1.47,283.01,531.5
-410500,1.626,282.906,531.57
-410400,1.72,282.802,531.64
-410300,1.633,282.698,531.71
-410200,1.58,282.6,531.79
-410100,1.574,281.647,531.86
-410000,1.57,280.748,531.93
-409900,1.675,279.849,532
-409800,1.73,278.95,531.91
-409700,1.778,278.05,531.81
-409600,1.8,277.151,531.71
-409500,2.13,276.252,531.62
-409400,2.018,275.2,531.52
-409300,1.73,275.292,531.42
-409200,1.9,276.607,531.33
-409100,2.21,277.923,531.23
-409000,2.158,279.238,531.13
-408900,2.09,280.554,531.04
-408800,1.947,281.869,530.74
-408700,1.83,283.185,530.45
-408600,1.792,284.5,530.16
-408500,1.77,284.573,529.87
-408400,1.923,284.646,529.58
-408300,1.99,284.719,529.29
-408200,2.17,284.792,529
-408100,2.32,284.865,528.71
-408000,2.67,284.938,528.42
-407900,2.58,285.011,528.13
-407800,2.45,285.084,527.67
-407700,2.241,285.157,527.21
-407600,2.06,285.23,526.75
-407500,2.597,285.303,526.29
-407400,2.9,285.376,525.83
-407300,2.19,285.449,525.37
-407200,2.441,285.522,524.91
-407100,2.9,285.6,524.45
-407000,3.018,284.83,523.99
-406900,3.15,284.003,523.53
-406800,2.581,283.175,522.87
-406700,2.27,282.348,522.22
-406600,2.44,281.52,521.57
-406500,2.228,280.692,520.91
-406400,1.79,279.6,520.26
-406300,1.973,279.643,519.61
-406200,2.22,279.705,518.95
-406100,2.47,279.767,518.3
-406000,2.71,279.83,517.64
-405900,2.671,279.892,516.99
-405800,2.65,279.955,516.22
-405700,2.49,280.017,515.44
-405600,2.46,280.08,514.67
-405500,2.41,280.142,513.89
-405400,1.973,280.205,513.12
-405300,1.56,280.267,512.34
-405200,1.969,280.33,511.57
-405100,2.22,280.392,510.79
-405000,1.902,280.454,510.02
-404900,1.807,280.5,509.24
-404800,1.88,279.819,508.39
-404700,1.956,279.283,507.55
-404600,2.1,278.747,506.7
-404500,2.235,278.21,505.85
-404400,2.41,277.674,505
-404300,1.984,277.138,504.16
-404200,1.64,276.5,503.31
-404100,1.808,276.455,502.46
-404000,1.9,276.4,501.61
-403900,2.2,276.345,500.77
-403800,2.144,276.29,499.94
-403700,2.01,276.235,499.12
-403600,2.117,276.179,498.3
-403500,2.27,276.124,497.47
-403400,2.19,276.069,496.65
-403300,2.12,276.014,495.83
-403200,2.447,275.959,495
-403100,2.62,275.904,494.18
-403000,2.2,275.848,493.36
-402900,2.177,275.793,492.53
-402800,2.14,275.738,491.73
-402700,1.961,275.7,490.93
-402600,1.79,277.026,490.14
-402500,1.605,278.039,489.34
-402400,1.49,279.051,488.54
-402300,1.967,280.063,487.74
-402200,2.18,281.075,486.94
-402100,1.58,282.088,486.14
-402000,1.576,283.1,485.34
-401900,1.57,283.107,484.54
-401800,1.596,283.113,483.84
-401700,1.63,283.12,483.14
-401600,1.625,283.127,482.44
-401500,1.62,283.133,481.73
-401400,1.716,283.14,481.03
-401300,1.78,283.147,480.33
-401200,1.226,283.154,479.63
-401100,0.98,283.16,478.92
-401000,0.83,283.167,478.22
-400900,0.913,283.174,477.52
-400800,1.15,283.18,476.99
-400700,1.278,283.187,476.45
-400600,1.6,283.194,475.92
-400500,1.445,283.2,475.39
-400400,1.16,282.389,474.86
-400300,0.96,281.609,474.32
-400200,0.7,280.829,473.79
-400100,0.61,280.049,473.26
-400000,0.51,279.269,472.73
-399900,0.452,278.489,472.19
-399800,0.39,277.708,471.81
-399700,0.352,277.1,471.42
-399600,0.31,277.04,471.03
-399500,0.136,276.992,470.64
-399400,-0.07,276.943,470.26
-399300,0.236,276.894,469.87
-399200,0.64,276.845,469.48
-399100,0.524,276.796,469.09
-399000,0.36,276.747,468.71
-398900,0.407,276.698,468.32
-398800,0.47,276.649,468.17
-398700,0.024,276.6,468.03
-398600,-0.57,276.551,467.88
-398500,-0.718,276.502,467.74
-398400,-0.94,276.454,467.59
-398300,-0.718,276.405,467.45
-398200,-0.397,276.356,467.3
-398100,-0.22,276.3,467.16
-398000,-0.206,275.92,467.01
-397900,-0.2,275.477,466.87
-397800,0.117,275.035,466.91
-397700,0.29,274.592,466.96
-397600,-0.071,274.15,467.01
-397500,-0.28,273.707,467.06
-397400,-0.262,273.265,467.11
-397300,-0.25,272.823,467.16
-397200,-0.362,272.38,467.2
-397100,-0.45,271.938,467.25
-397000,-0.425,271.495,467.3
-396900,-0.4,271.053,467.35
-396800,-0.641,270.61,467.57
-396700,-0.93,270.168,467.79
-396600,-0.938,269.726,468
-396500,-0.95,269.283,468.22
-396400,-1.03,268.841,468.44
-396300,-1.157,268.398,468.66
-396200,-1.23,267.956,468.88
-396100,-1.28,267.513,469.09
-396000,-1.31,267.071,469.31
-395900,-1.512,266.629,469.53
-395800,-1.71,266.186,469.94
-395700,-1.44,265.744,470.35
-395600,-0.98,265.301,470.76
-395500,-1.013,264.859,471.18
-395400,-1.076,264.416,471.59
-395300,-1.12,263.974,472
-395200,-1.694,263.532,472.41
-395100,-2.1,263.089,472.82
-395000,-2.189,262.647,473.23
-394900,-2.3,262.204,473.65
-394800,-2.221,261.762,474.13
-394700,-2.1,261.319,474.61
-394600,-2,260.7,475.1
-394500,-2.211,261.489,475.58
-394400,-2.43,262.804,476.07
-394300,-2.411,264.119,476.55
-394200,-2.387,265.434,477.04
-394100,-2.37,266.749,477.52
-394000,-2.495,268.064,478
-393900,-2.61,269.379,478.49
-393800,-2.665,270.694,479.07
-393700,-2.733,272.009,479.65
-393600,-2.78,273.6,480.23
-393500,-3.055,272.524,480.81
-393400,-3.32,271.162,481.39
-393300,-3.323,269.799,481.98
-393200,-3.327,268.437,482.56
-393100,-3.33,267.075,483.14
-393000,-3.467,265.712,483.72
-392900,-3.594,264.35,484.3
-392800,-3.67,262.988,484.88
-392700,-3.853,261.625,485.46
-392600,-4.03,260.263,486.04
-392500,-4.083,259.5,486.62
-392400,-4.164,261.011,487.21
-392300,-4.26,262.061,487.79
-392200,-4.37,263.11,488.37
-392100,-4.505,264.159,488.95
-392000,-4.65,265.209,489.53
-391900,-4.665,266.3,490.11
-391800,-4.682,265.502,490.67
-391700,-4.7,264.672,491.23
-391600,-4.782,263.841,491.78
-391500,-4.869,263.01,492.34
-391400,-4.96,262.179,492.9
-391300,-4.888,261.349,493.45
-391200,-4.813,260.518,494.01
-391100,-4.73,259.687,494.57
-391000,-4.715,258.856,495.12
-390900,-4.698,258.026,495.68
-390800,-4.68,257.195,496.17
-390700,-4.891,256.364,496.65
-390600,-5.118,255.533,497.13
-390500,-5.35,254.703,497.62
-390400,-5.547,253.872,498.1
-390300,-5.749,253.041,498.59
-390200,-5.98,252.21,499.07
-390100,-5.934,251.379,499.56
-390000,-5.879,250.549,500.04
-389900,-5.8,250.1,500.52
-389800,-5.915,250.495,500.91
-389700,-6.125,250.766,501.3
-389600,-6.334,251.037,501.69
-389500,-6.48,251.307,502.07
-389400,-6.564,251.578,502.46
-389300,-6.628,251.849,502.85
-389200,-6.7,252.119,503.24
-389100,-6.49,252.39,503.62
-389000,-6.249,252.661,504.01
-388900,-6.009,252.932,504.4
-388800,-5.86,253.202,504.64
-388700,-5.916,253.473,504.88
-388600,-5.956,253.744,505.12
-388500,-5.99,254.014,505.37
-388400,-5.766,254.285,505.61
-388300,-5.574,254.556,505.85
-388200,-5.37,254.826,506.09
-388100,-5.364,255.2,506.34
-388000,-5.357,255.329,506.58
-387900,-5.35,255.538,506.82
-387800,-5.17,255.746,506.94
-387700,-4.968,255.955,507.06
-387600,-4.74,256.164,507.18
-387500,-4.685,256.372,507.3
-387400,-4.622,256.581,507.43
-387300,-4.56,256.789,507.55
-387200,-4.307,256.998,507.67
-387100,-4.06,257.206,507.79
-387000,-3.88,257.415,507.91
-386900,-3.291,257.623,508.03
-386800,-2.67,257.832,508.05
-386700,-2.836,258.041,508.08
-386600,-3.087,258.249,508.1
-386500,-3.29,258.458,508.13
-386400,-3.758,258.666,508.15
-386300,-4.32,258.875,508.18
-386200,-4.318,259.083,508.2
-386100,-4.314,259.2,508.22
-386000,-4.31,260.242,508.25
-385900,-4.524,260.966,508.27
-385800,-4.754,261.69,508.2
-385700,-4.93,262.414,508.13
-385600,-4.908,263.138,508.05
-385500,-4.891,263.862,507.98
-385400,-4.88,264.6,507.91
-385300,-4.623,263.863,507.84
-385200,-4.36,263.11,507.76
-385100,-4.535,262.358,507.69
-385000,-4.84,261.606,507.62
-384900,-5.18,260.854,507.55
-384800,-5.238,260.101,507.45
-384700,-5.304,259.349,507.35
-384600,-5.37,258.597,507.26
-384500,-5.458,258.1,507.16
-384400,-5.547,257.216,507.06
-384300,-5.63,256.556,506.97
-384200,-5.781,255.896,506.87
-384100,-5.925,255.236,506.77
-384000,-6.06,254.576,506.67
-383900,-5.996,253.916,506.58
-383800,-5.934,253.257,506.43
-383700,-5.87,252.597,506.29
-383600,-5.901,251.937,506.14
-383500,-5.934,251.277,506
-383400,-5.97,250.617,505.85
-383300,-5.707,249.957,505.71
-383200,-5.419,249.297,505.56
-383100,-5.09,248.638,505.42
-383000,-5.136,247.978,505.27
-382900,-5.189,247.318,505.12
-382800,-5.24,246.658,505.03
-382700,-5.207,245.8,504.93
-382600,-5.176,245.846,504.83
-382500,-5.15,245.911,504.74
-382400,-4.894,245.976,504.64
-382300,-4.677,246.041,504.54
-382200,-4.52,246.106,504.45
-382100,-4.155,246.171,504.35
-382000,-3.76,246.236,504.25
-381900,-3.954,246.301,504.16
-381800,-4.268,246.366,504.11
-381700,-4.6,246.431,504.06
-381600,-4.536,246.496,504.01
-381500,-4.468,246.561,503.96
-381400,-4.42,246.626,503.91
-381300,-4.668,246.691,503.87
-381200,-4.92,246.756,503.82
-381100,-4.945,246.8,503.77
-381000,-4.982,246.092,503.72
-380900,-5.02,245.556,503.67
-380800,-5.111,245.02,503.67
-380700,-5.206,244.484,503.67
-380600,-5.28,243.947,503.67
-380500,-5.146,243.411,503.67
-380400,-5.036,242.875,503.67
-380300,-4.97,242.339,503.67
-380200,-4.939,241.803,503.67
-380100,-4.91,241.266,503.67
-380000,-5.045,240.73,503.67
-379900,-5.241,240.194,503.67
-379800,-5.44,239.658,503.82
-379700,-5.551,239.1,503.96
-379600,-5.664,239.154,504.11
-379500,-5.76,239.21,504.25
-379400,-5.78,239.267,504.4
-379300,-5.797,239.323,504.54
-379200,-5.81,239.379,504.69
-379100,-5.861,239.435,504.83
-379000,-5.902,239.492,504.98
-378900,-5.93,239.548,505.12
-378800,-6.119,239.604,505.32
-378700,-6.262,239.66,505.51
-378600,-6.35,239.717,505.71
-378500,-6.577,239.773,505.9
-378400,-6.74,239.829,506.09
-378300,-6.85,239.885,506.29
-378200,-6.578,239.942,506.48
-378100,-6.374,240,506.67
-378000,-6.2,239.183,506.87
-377900,-6.317,238.333,507.06
-377800,-6.419,237.482,507.35
-377700,-6.5,236.631,507.64
-377600,-6.484,235.78,507.93
-377500,-6.471,234.929,508.22
-377400,-6.46,234.079,508.52
-377300,-6.54,233.228,508.81
-377200,-6.609,232.377,509.1
-377100,-6.67,231.526,509.39
-377000,-6.594,230.675,509.68
-376900,-6.526,229.825,509.97
-376800,-6.46,228.974,510.31
-376700,-6.648,228.123,510.65
-376600,-6.829,227,510.98
-376500,-7.01,227.045,511.32
-376400,-7.076,227.111,511.66
-376300,-7.142,227.178,512
-376200,-7.22,227.244,512.34
-376100,-7.23,227.31,512.68
-376000,-7.243,227.377,513.02
-375900,-7.26,227.443,513.36
-375800,-7.295,227.509,513.72
-375700,-7.354,227.575,514.08
-375600,-7.413,227.642,514.45
-375500,-7.45,227.708,514.81
-375400,-7.537,227.774,515.17
-375300,-7.601,227.841,515.54
-375200,-7.66,227.907,515.9
-375100,-7.699,227.973,516.26
-375000,-7.735,228.04,516.63
-374900,-7.78,228.106,516.99
-374800,-7.816,228.172,517.33
-374700,-7.863,228.238,517.67
-374600,-7.911,228.305,518.01
-374500,-7.94,228.371,518.35
-374400,-7.495,228.437,518.69
-374300,-7.176,228.504,519.02
-374200,-6.86,228.57,519.36
-374100,-6.738,228.636,519.7
-374000,-6.617,228.702,520.04
-373900,-6.49,228.769,520.38
-373800,-6.384,228.835,520.7
-373700,-6.272,228.901,521.01
-373600,-6.16,228.968,521.32
-373500,-6.068,229.034,521.64
-373400,-5.977,229.1,521.95
-373300,-5.9,229.167,522.27
-373200,-5.699,229.233,522.58
-373100,-5.526,229.299,522.9
-373000,-5.42,229.365,523.21
-372900,-5.177,229.432,523.53
-372800,-4.96,229.498,523.72
-372700,-5.18,229.564,523.92
-372600,-5.472,229.6,524.11
-372500,-5.7,229.131,524.3
-372400,-5.885,228.81,524.5
-372300,-6.11,228.488,524.69
-372200,-6.171,228.167,524.88
-372100,-6.289,227.846,525.08
-372000,-6.44,227.524,525.27
-371900,-6.428,227.203,525.47
-371800,-6.41,226.882,525.59
-371700,-6.39,226.56,525.71
-371600,-6.41,226.239,525.83
-371500,-6.435,225.918,525.95
-371400,-6.46,225.596,526.07
-371300,-6.47,225.275,526.19
-371200,-6.48,224.954,526.31
-371100,-6.49,224.6,526.43
-371000,-6.372,224.058,526.56
-370900,-6.261,223.456,526.68
-370800,-6.17,222.854,526.65
-370700,-6.545,222.252,526.63
-370600,-6.862,221.649,526.6
-370500,-7.06,221.047,526.58
-370400,-7.051,220.445,526.56
-370300,-7.044,219.843,526.53
-370200,-7.04,219.241,526.51
-370100,-6.921,218.638,526.48
-370000,-6.831,218.036,526.46
-369900,-6.77,217.434,526.43
-369800,-7.032,216.832,526.26
-369700,-7.232,216.23,526.1
-369600,-7.36,215.627,525.93
-369500,-7.378,215.025,525.76
-369400,-7.39,214.7,525.59
-369300,-7.4,213.341,525.42
-369200,-7.568,212.41,525.25
-369100,-7.703,211.479,525.08
-369000,-7.82,210.549,524.91
-368900,-7.985,209.618,524.74
-368800,-8.13,208.687,524.42
-368700,-8.29,207.756,524.11
-368600,-8.116,206.825,523.79
-368500,-7.923,205.895,523.48
-368400,-7.64,204.964,523.17
-368300,-7.595,204.033,522.85
-368200,-7.512,203.102,522.54
-368100,-7.428,202.171,522.22
-368000,-7.38,201.24,521.91
-367900,-7.076,199.9,521.59
-367800,-6.862,199.969,521.23
-367700,-6.73,200.093,520.86
-367600,-6.937,200.216,520.5
-367500,-7.087,200.339,520.14
-367400,-7.18,200.463,519.78
-367300,-7.326,200.586,519.41
-367200,-7.431,200.709,519.05
-367100,-7.5,200.833,518.69
-367000,-7.63,200.956,518.32
-366900,-7.727,201.08,517.96
-366800,-7.8,201.203,517.47
-366700,-7.668,201.326,516.99
-366600,-7.561,201.45,516.51
-366500,-7.46,201.573,516.02
-366400,-7.491,201.696,515.54
-366300,-7.52,201.82,515.05
-366200,-7.55,201.9,514.57
-366100,-7.559,202.108,514.08
-366000,-7.569,202.263,513.6
-365900,-7.58,202.417,513.12
-365800,-7.483,202.572,512.63
-365700,-7.37,202.726,512.15
-365600,-7.23,202.88,511.66
-365500,-7.263,203.035,511.18
-365400,-7.306,203.189,510.69
-365300,-7.36,203.344,510.21
-365200,-7.562,203.498,509.73
-365100,-7.834,203.652,509.24
-365000,-8.19,203.807,508.76
-364900,-8.179,203.961,508.27
-364800,-8.164,204.115,507.79
-364700,-8.149,204.27,507.3
-364600,-8.14,204.424,506.82
-364500,-7.846,204.579,506.34
-364400,-7.639,204.733,505.85
-364300,-7.46,204.887,505.37
-364200,-7.363,205.042,504.88
-364100,-7.278,205.196,504.4
-364000,-7.2,205.351,503.91
-363900,-7.327,205.505,503.43
-363800,-7.445,205.659,502.99
-363700,-7.55,205.814,502.56
-363600,-7.391,205.968,502.12
-363500,-7.247,206.123,501.69
-363400,-7.11,206.3,501.25
-363300,-6.741,206.122,500.81
-363200,-6.387,205.911,500.38
-363100,-6.07,205.701,499.94
-363000,-6.444,205.491,499.51
-362900,-6.783,205.281,499.07
-362800,-7.07,205.071,498.71
-362700,-7.541,204.861,498.34
-362600,-7.948,204.651,497.98
-362500,-8.26,204.441,497.62
-362400,-8.012,204.231,497.26
-362300,-7.811,204.021,496.89
-362200,-7.61,203.811,496.53
-362100,-7.543,203.601,496.17
-362000,-7.477,203.391,495.8
-361900,-7.4,203.181,495.44
-361800,-7.538,202.971,495.17
-361700,-7.701,202.761,494.91
-361600,-7.89,202.551,494.64
-361500,-8.025,202.341,494.37
-361400,-8.186,202.131,494.11
-361300,-8.39,201.921,493.84
-361200,-8.236,201.71,493.57
-361100,-8.024,201.5,493.31
-361000,-7.813,201.2,493.04
-360900,-7.69,200.809,492.78
-360800,-8.175,200.123,492.61
-360700,-8.517,199.437,492.44
-360600,-8.74,198.751,492.27
-360500,-8.38,198.065,492.1
-360400,-8.112,197.379,491.93
-360300,-7.84,196.693,491.76
-360200,-8.076,196.007,491.59
-360100,-8.315,195.321,491.42
-360000,-8.6,194.635,491.25
-359900,-8.415,193.949,491.08
-359800,-8.186,193.263,491.03
-359700,-7.957,192.577,490.98
-359600,-7.84,191.891,490.93
-359500,-8.243,191.205,490.89
-359400,-8.514,190.52,490.84
-359300,-8.7,189.834,490.79
-359200,-8.629,189.148,490.74
-359100,-8.575,188.462,490.69
-359000,-8.52,187.776,490.64
-358900,-8.488,187.09,490.6
-358800,-8.455,186.404,490.62
-358700,-8.41,185.8,490.64
-358600,-8.485,185.819,490.67
-358500,-8.603,185.835,490.69
-358400,-8.72,185.852,490.72
-358300,-8.8,185.868,490.74
-358200,-8.872,185.885,490.77
-358100,-8.927,185.901,490.79
-358000,-8.99,185.918,490.81
-357900,-8.977,185.934,490.84
-357800,-8.963,185.951,490.93
-357700,-8.948,185.967,491.03
-357600,-8.94,185.984,491.13
-357500,-8.836,186,491.23
-357400,-8.765,186.017,491.32
-357300,-8.7,186.034,491.42
-357200,-8.726,186.05,491.52
-357100,-8.75,186.067,491.61
-357000,-8.78,186.083,491.71
-356900,-8.731,186.1,491.81
-356800,-8.668,186.524,491.9
-356700,-8.605,186.956,492
-356600,-8.57,187.388,492.1
-356500,-8.548,187.821,492.19
-356400,-8.533,188.253,492.29
-356300,-8.52,188.685,492.39
-356200,-8.647,189.118,492.48
-356100,-8.755,189.55,492.58
-356000,-8.87,189.982,492.68
-355900,-8.87,190.415,492.78
-355800,-8.87,190.847,492.85
-355700,-8.87,191.279,492.92
-355600,-8.893,191.712,492.99
-355500,-8.932,192.144,493.07
-355400,-8.971,192.576,493.14
-355300,-9,193,493.21
-355200,-8.923,193.546,493.28
-355100,-8.861,194.081,493.36
-355000,-8.79,194.616,493.43
-354900,-8.737,195.151,493.5
-354800,-8.674,195.687,493.55
-354700,-8.58,196.222,493.6
-354600,-8.514,196.757,493.65
-354500,-8.384,197.292,493.7
-354400,-8.253,197.827,493.74
-354300,-8.15,198.363,493.79
-354200,-7.918,198.898,493.84
-354100,-7.726,199.433,493.89
-354000,-7.55,199.968,493.94
-353900,-7.696,200.503,493.99
-353800,-7.832,201.039,493.94
-353700,-7.94,201.574,493.89
-353600,-7.718,202.109,493.84
-353500,-7.532,202.644,493.79
-353400,-7.4,203.179,493.74
-353300,-7.485,203.714,493.7
-353200,-7.551,204.25,493.65
-353100,-7.59,204.785,493.6
-353000,-7.609,205.32,493.55
-352900,-7.622,205.855,493.5
-352800,-7.63,206.39,493.36
-352700,-7.793,206.926,493.21
-352600,-7.906,207.461,493.07
-352500,-7.97,207.996,492.92
-352400,-7.917,208.531,492.78
-352300,-7.88,209.2,492.63
-352200,-7.86,209.211,492.48
-352100,-7.792,209.226,492.34
-352000,-7.745,209.241,492.19
-351900,-7.72,209.256,492.05
-351800,-7.794,209.27,491.83
-351700,-7.844,209.285,491.61
-351600,-7.87,209.3,491.4
-351500,-7.88,209.315,491.18
-351400,-7.887,209.33,490.96
-351300,-7.89,209.344,490.74
-351200,-7.86,209.359,490.52
-351100,-7.84,209.374,490.31
-351000,-7.83,209.389,490.09
-350900,-7.719,209.4,489.87
-350800,-7.61,210.087,489.58
-350700,-7.697,210.637,489.29
-350600,-7.865,211.187,489
-350500,-8.1,211.736,488.71
