The copyright to the intellectual property of this file is held by www.climatedata.info
Title,"Temperature, CO2 and Milankovitch cycles - EPICA",,
Source,http://www.ncdc.noaa.gov/paleo/indexice.html,,
Source,http://www1.ncdc.noaa.gov/pub/data/paleo/climate_forcing/orbital_variations/berger_insolation/,,
BP,Temperature,CO2,Milankovich
-608400,-1.887,257.207,454.88
-608300,-1.932,256.83,455.15
-608200,-1.978,256.454,455.41
-608100,-2.01,256.077,455.68
-608000,-2.082,255.7,455.94
-607900,-2.139,255.323,456.21
-607800,-2.195,254.947,456.84
-607700,-2.251,254.6,457.47
-607600,-2.307,254.106,458.1
-607500,-2.35,253.649,458.73
-607400,-2.462,253.192,459.36
-607300,-2.552,252.734,459.99
-607200,-2.642,252.277,460.62
-607100,-2.732,251.82,461.25
-607000,-2.822,251.363,461.88
-606900,-2.94,250.905,462.51
-606800,-2.968,250.448,463.48
-606700,-3.009,249.991,464.44
-606600,-3.05,249.533,465.41
-606500,-3.091,249.076,466.38
-606400,-3.132,248.5,467.35
-606300,-3.173,248.272,468.32
-606200,-3.21,247.964,469.29
-606100,-3.254,247.656,470.26
-606000,-3.294,247.348,471.22
-605900,-3.334,247.039,472.19
-605800,-3.373,246.731,473.38
-605700,-3.413,246.423,474.57
-605600,-3.47,246.115,475.75
-605500,-3.473,245.807,476.94
-605400,-3.479,245.499,478.13
-605300,-3.485,245.19,479.31
-605200,-3.491,244.882,480.5
-605100,-3.497,244.5,481.68
-605000,-3.503,244.208,482.87
-604900,-3.51,243.823,484.06
-604800,-3.56,243.438,485.39
-604700,-3.62,243.053,486.72
-604600,-3.68,242.668,488.05
-604500,-3.74,242.283,489.39
-604400,-3.8,241.898,490.72
-604300,-3.86,241.513,492.05
-604200,-3.92,241.128,493.38
-604100,-3.964,240.744,494.71
-604000,-4.009,240.359,496.04
-603900,-4.053,239.974,497.38
-603800,-4.098,239.589,498.71
-603700,-4.142,239.1,500.04
-603600,-4.186,239.037,501.37
-603500,-4.22,238.951,502.7
-603400,-4.215,238.865,504.04
-603300,-4.21,238.779,505.37
-603200,-4.206,238.693,506.7
-603100,-4.201,238.607,508.03
-603000,-4.197,238.521,509.36
-602900,-4.193,238.435,510.69
-602800,-4.19,238.349,511.88
-602700,-4.219,238.263,513.07
-602600,-4.24,238.177,514.25
-602500,-4.261,238.091,515.44
-602400,-4.282,238.005,516.63
-602300,-4.303,237.9,517.81
-602200,-4.33,237.598,519
-602100,-4.318,237.212,520.19
-602000,-4.303,236.825,521.37
-601900,-4.287,236.438,522.56
-601800,-4.271,236.051,523.53
-601700,-4.256,235.664,524.5
-601600,-4.24,235.277,525.47
-601500,-4.23,234.891,526.43
-601400,-4.417,234.504,527.4
-601300,-4.553,234.117,528.37
-601200,-4.69,233.73,529.34
-601100,-4.826,233.343,530.31
-601000,-4.963,232.957,531.28
-600900,-5.099,232.5,532.25
-600800,-5.18,232.324,532.85
-600700,-5.141,232.11,533.46
-600600,-5.114,231.896,534.06
-600500,-5.087,231.682,534.67
-600400,-5.059,231.468,535.27
-600300,-5.032,231.254,535.88
-600200,-5.005,231.04,536.48
-600100,-4.99,230.826,537.09
-600000,-5.066,230.612,537.69
-599900,-5.117,230.398,538.3
-599800,-5.169,230.184,538.52
-599700,-5.221,229.97,538.74
-599600,-5.272,229.755,538.95
-599500,-5.324,229.541,539.17
-599400,-5.363,229.4,539.39
-599300,-5.389,228.642,539.61
-599200,-5.415,228.076,539.83
-599100,-5.441,227.511,540.04
-599000,-5.467,226.945,540.26
-598900,-5.493,226.379,540.48
-598800,-5.518,226,540.21
-598700,-5.54,224.926,539.95
-598600,-5.673,224.119,539.68
-598500,-5.786,223.311,539.41
-598400,-5.9,222.504,539.15
-598300,-6.013,221.697,538.88
-598200,-6.127,220.889,538.61
-598100,-6.241,220.082,538.35
-598000,-6.354,219,538.08
-597900,-6.42,218.659,537.82
-597800,-6.477,218.143,537.16
-597700,-6.517,217.627,536.51
-597600,-6.556,217.111,535.85
-597500,-6.596,216.594,535.2
-597400,-6.636,216.3,534.55
-597300,-6.676,216.315,533.89
-597200,-6.7,216.326,533.24
-597100,-6.615,216.337,532.58
-597000,-6.555,216.348,531.93
-596900,-6.494,216.359,531.28
-596800,-6.434,216.369,530.31
-596700,-6.373,216.38,529.34
-596600,-6.31,216.391,528.37
-596500,-6.168,216.4,527.4
-596400,-6.02,217.377,526.43
-596300,-5.871,218.227,525.47
-596200,-5.723,219.076,524.5
-596100,-5.575,219.926,523.53
-596000,-5.44,220.775,522.56
-595900,-5.241,221.969,521.59
-595800,-5.058,223.506,520.4
-595700,-4.875,225.044,519.22
-595600,-4.692,226.581,518.03
-595500,-4.42,228.119,516.84
-595400,-4.373,229.656,515.66
-595300,-4.282,231.193,514.47
-595200,-4.191,232.9,513.29
-595100,-4.099,233.725,512.1
-595000,-4.008,234.653,510.91
-594900,-3.89,235.58,509.73
-594800,-3.944,236.507,508.42
-594700,-4.02,237.434,507.11
-594600,-4.096,238,505.8
-594500,-4.172,238.018,504.5
-594400,-4.248,238.031,503.19
-594300,-4.32,238.044,501.88
-594200,-4.376,238.057,500.57
-594100,-4.428,238.07,499.26
-594000,-4.481,238.083,497.96
-593900,-4.533,238.1,496.65
-593800,-4.586,237.346,495.39
-593700,-4.63,236.269,494.13
-593600,-4.722,235.192,492.87
-593500,-4.8,234.115,491.61
-593400,-4.879,233.2,490.35
-593300,-4.958,232.591,489.09
-593200,-5.037,232.062,487.84
-593100,-5.09,231.533,486.58
-593000,-5.136,231.004,485.32
-592900,-5.17,230.474,484.06
-592800,-5.205,229.945,482.99
-592700,-5.239,229.4,481.93
-592600,-5.274,228.541,480.86
-592500,-5.3,227.656,479.8
-592400,-5.377,226.771,478.73
-592300,-5.439,225.7,477.67
-592200,-5.501,226.367,476.6
-592100,-5.563,227.211,475.53
-592000,-5.625,228.055,474.47
-591900,-5.68,228.899,473.4
-591800,-5.728,229.744,472.56
-591700,-5.771,230.588,471.71
-591600,-5.813,231.432,470.86
-591500,-5.856,232.276,470.01
-591400,-5.92,233.12,469.17
-591300,-5.822,233.964,468.32
-591200,-5.63,234.808,467.47
-591100,-5.439,235.653,466.62
-591000,-5.247,236.497,465.78
-590900,-4.99,237.4,464.93
-590800,-4.781,238.433,464.44
-590700,-4.463,239.544,463.96
-590600,-4.146,240.656,463.48
-590500,-3.829,241.767,462.99
-590400,-3.47,242.878,462.51
-590300,-3.472,243.6,462.02
-590200,-3.474,244.901,461.54
-590100,-3.476,245.865,461.05
-590000,-3.478,246.828,460.57
-589900,-3.48,248.1,460.09
-589800,-3.568,248.322,460.01
-589700,-3.679,248.648,459.94
-589600,-3.789,248.974,459.87
-589500,-3.9,249.3,459.79
-589400,-4.05,249.626,459.72
-589300,-4.118,249.952,459.65
-589200,-4.224,250.2,459.58
-589100,-4.331,249.248,459.5
-589000,-4.437,248.48,459.43
-588900,-4.543,247.713,459.36
-588800,-4.62,246.945,459.65
-588700,-4.745,246.3,459.94
-588600,-4.843,245.024,460.23
-588500,-4.941,243.925,460.52
-588400,-5.038,242.825,460.81
-588300,-5.18,241.725,461.1
-588200,-5.267,240.626,461.39
-588100,-5.426,239.526,461.68
-588000,-5.585,238.8,461.97
-587900,-5.744,237.277,462.26
-587800,-5.903,236.14,462.99
-587700,-6.11,235.003,463.72
-587600,-6.184,234.4,464.44
-587500,-6.29,232.762,465.17
-587400,-6.396,231.648,465.9
-587300,-6.501,230.534,466.62
-587200,-6.607,229.42,467.35
-587100,-6.73,228.306,468.08
-587000,-6.696,227.192,468.8
-586900,-6.655,226,469.53
-586800,-6.614,225.618,470.57
-586700,-6.573,225.207,471.61
-586600,-6.52,224.797,472.65
-586500,-6.382,224.386,473.69
-586400,-6.188,224,474.74
-586300,-5.994,223.525,475.78
-586200,-5.8,223.078,476.82
-586100,-5.606,222.63,477.86
-586000,-5.49,222.182,478.9
-585900,-5.659,221.735,479.94
-585800,-5.78,221.287,481.27
-585700,-5.901,220.839,482.6
-585600,-6.021,220.391,483.94
-585500,-6.1,219.944,485.27
-585400,-6.006,219.496,486.6
-585300,-5.936,219.048,487.93
-585200,-5.866,218.601,489.26
-585100,-5.796,218.153,490.6
-585000,-5.75,217.705,491.93
-584900,-5.787,217.258,493.26
-584800,-5.815,216.81,494.76
-584700,-5.843,216.362,496.26
-584600,-5.871,215.914,497.76
-584500,-5.9,215.467,499.26
-584400,-6.083,215.019,500.77
-584300,-6.275,214.571,502.27
-584200,-6.466,214.124,503.77
-584100,-6.657,213.676,505.27
-584000,-6.89,213.228,506.77
-583900,-6.913,212.78,508.27
-583800,-6.942,212.333,509.82
-583700,-6.971,211.885,511.37
-583600,-7,211.437,512.92
-583500,-7.03,210.99,514.47
-583400,-6.872,210.6,516.02
-583300,-6.712,209.437,517.57
-583200,-6.552,208.408,519.12
-583100,-6.392,207.379,520.67
-583000,-6.31,206.7,522.22
-582900,-6.094,207.367,523.77
-582800,-5.949,207.865,525.25
-582700,-5.804,208.362,526.72
-582600,-5.72,208.86,528.2
-582500,-5.379,209.358,529.68
-582400,-5.139,209.9,531.16
-582300,-4.81,211.18,532.63
-582200,-4.71,212.587,534.11
-582100,-4.552,213.993,535.59
-582000,-4.394,215.4,537.06
-581900,-4.23,216.211,538.54
-581800,-4.193,217.023,539.85
-581700,-4.155,217.834,541.16
-581600,-4.1,218.645,542.46
-581500,-3.982,219.4,543.77
-581400,-3.775,221.189,545.08
-581300,-3.568,222.86,546.39
-581200,-3.45,225.2,547.69
-581100,-3.159,225.858,549
-581000,-2.956,226.955,550.31
-580900,-2.81,228.052,551.62
-580800,-2.915,229.148,552.59
-580700,-2.997,230.3,553.55
-580600,-3.04,232.2,554.52
-580500,-2.629,234.2,555.49
-580400,-2.31,236.2,556.46
-580300,-2.022,238.195,557.43
-580200,-1.684,240.19,558.4
-580100,-1.46,242.184,559.37
-580000,-1.249,243.8,560.34
-579900,-1.07,243.98,561.3
-579800,-1.102,244.1,561.93
-579700,-1.139,246.42,562.56
-579600,-1.16,248.337,563.19
-579500,-1.101,250.254,563.82
-579400,-1.06,251.5,564.45
-579300,-1.077,251.827,565.08
-579200,-1.1,252.069,565.71
-579100,-1.094,252.311,566.34
-579000,-1.086,252.554,566.97
-578900,-1.08,252.9,567.6
-578800,-0.991,252.508,567.77
-578700,-0.92,251.819,567.94
-578600,-1.092,251.131,568.11
-578500,-1.36,250.442,568.28
-578400,-1.437,249.754,568.45
-578300,-1.585,249.1,568.62
-578200,-1.71,249.492,568.79
-578100,-1.769,249.865,568.96
-578000,-1.83,250.238,569.13
-577900,-1.87,250.611,569.29
-577800,-1.918,251.1,569.05
-577700,-1.95,251.126,568.81
-577600,-2.131,251.164,568.57
-577500,-2.27,251.202,568.33
-577400,-2.103,251.24,568.08
-577300,-1.87,251.278,567.84
-577200,-1.859,251.3,567.6
-577100,-1.842,251.3,567.36
-577000,-1.83,251.3,567.12
-576900,-1.898,251.3,566.87
-576800,-1.95,251.3,566.22
-576700,-2.02,251.3,565.57
-576600,-2.11,251.693,564.91
-576500,-1.987,252.012,564.26
-576400,-1.819,252.332,563.6
-576300,-1.73,252.651,562.95
-576200,-1.73,252.9,562.3
-576100,-1.73,252.801,561.64
-576000,-1.666,252.72,560.99
-575900,-1.62,252.638,560.34
-575800,-1.513,252.557,559.37
-575700,-1.42,252.5,558.4
-575600,-1.276,251.494,557.43
-575500,-1.14,250.719,556.46
-575400,-1.066,249.945,555.49
-575300,-0.99,248.9,554.52
-575200,-1.165,249.35,553.55
-575100,-1.37,250.043,552.59
-575000,-1.303,250.736,551.62
-574900,-1.22,251.428,550.65
-574800,-1.224,252.1,549.41
-574700,-1.23,252.054,548.18
-574600,-1.302,252.01,546.94
-574500,-1.41,251.965,545.71
-574400,-1.373,251.9,544.47
-574300,-1.31,251.888,543.24
-574200,-1.46,251.866,542
-574100,-1.76,251.844,540.77
-574000,-1.606,251.822,539.53
-573900,-1.29,251.8,538.3
-573800,-1.309,251.081,536.92
-573700,-1.35,250.377,535.54
-573600,-1.425,249.672,534.16
-573500,-1.555,248.7,532.78
-573400,-1.63,248.773,531.4
-573300,-2.001,248.891,530.02
-573200,-2.15,249.008,528.64
-573100,-1.562,249.126,527.26
-573000,-1.32,249.2,525.88
-572900,-1.467,248.708,524.5
-572800,-1.53,248.35,523.09
-572700,-1.462,247.991,521.69
-572600,-1.43,247.7,520.28
-572500,-1.709,247.312,518.88
-572400,-1.86,246.985,517.47
-572300,-1.815,246.659,516.07
-572200,-1.79,246.3,514.67
-572100,-1.612,247.168,513.26
-572000,-1.51,248.131,511.86
-571900,-1.626,249.095,510.45
-571800,-1.69,250.3,509.1
-571700,-1.523,250.539,507.74
-571600,-1.44,250.858,506.38
-571500,-1.398,251.176,505.03
-571400,-1.38,251.6,503.67
-571300,-1.43,251.275,502.32
-571200,-1.45,250.789,500.96
-571100,-1.49,250.304,499.6
-571000,-1.472,249.6,498.25
-570900,-1.42,249.897,496.89
-570800,-1.438,250.438,495.73
-570700,-1.48,250.978,494.57
-570600,-1.522,251.519,493.4
-570500,-1.61,251.8,492.24
-570400,-1.57,251.8,491.08
-570300,-1.5,251.8,489.92
-570200,-1.492,251.8,488.76
-570100,-1.48,251.8,487.59
-570000,-1.551,251.631,486.43
-569900,-1.64,251.509,485.27
-569800,-1.529,251.388,484.3
-569700,-1.42,251.3,483.33
-569600,-1.449,250.881,482.36
-569500,-1.47,250.553,481.39
-569400,-1.221,250.226,480.43
-569300,-1.09,250,479.46
-569200,-1.371,250.442,478.49
-569100,-1.49,250.78,477.52
-569000,-1.77,251.118,476.55
-568900,-1.694,251.3,475.58
-568800,-1.51,250.888,474.9
-568700,-1.539,250.606,474.23
-568600,-1.59,250.2,473.55
-568500,-1.497,250.603,472.87
-568400,-1.38,251.323,472.19
-568300,-1.463,252.043,471.51
-568200,-1.54,253,470.84
-568100,-1.482,252.966,470.16
-568000,-1.44,252.914,469.48
-567900,-1.75,252.863,468.8
-567800,-1.93,252.8,468.41
-567700,-1.68,253.014,468.03
-567600,-1.549,253.292,467.64
-567500,-1.22,253.569,467.25
-567400,-1.294,253.9,466.87
-567300,-1.42,253.748,466.48
-567200,-1.618,253.561,466.09
-567100,-1.87,253.374,465.7
-567000,-1.65,253.2,465.32
-566900,-1.44,253.559,464.93
-566800,-1.774,253.894,464.86
-566700,-2.02,254.229,464.78
-566600,-1.878,254.5,464.71
-566500,-1.8,254.315,464.64
-566400,-1.865,254.16,464.56
-566300,-1.89,254.004,464.49
-566200,-1.84,253.9,464.42
-566100,-1.833,254.039,464.35
-566000,-1.82,254.144,464.27
-565900,-1.736,254.3,464.2
-565800,-1.63,254.221,464.35
-565700,-1.854,254.065,464.49
-565600,-2.08,253.909,464.64
-565500,-2.185,253.7,464.78
-565400,-2.27,253.31,464.93
-565300,-2.233,252.719,465.07
-565200,-2.21,252.127,465.22
-565100,-2.112,251.4,465.36
-565000,-2.07,251.644,465.51
-564900,-2.05,251.962,465.65
-564800,-2.233,252.279,466.04
-564700,-2.58,252.6,466.43
-564600,-2.434,252.549,466.82
-564500,-2.21,252.497,467.2
-564400,-2.328,252.446,467.59
-564300,-2.49,252.4,467.98
-564200,-2.534,252.118,468.37
-564100,-2.59,251.863,468.75
-564000,-2.716,251.609,469.14
-563900,-2.87,251.4,469.53
-563800,-2.843,250.282,470.09
-563700,-2.81,249.334,470.64
-563600,-2.984,248.387,471.2
-563500,-3.22,247.6,471.76
-563400,-3.156,247.076,472.31
-563300,-3.06,246.628,472.87
-563200,-3.156,246.181,473.43
-563100,-3.33,245.8,473.98
-563000,-3.351,245.773,474.54
-562900,-3.383,245.749,475.1
-562800,-3.4,245.726,475.75
-562700,-3.579,245.7,476.41
-562600,-3.66,244.968,477.06
-562500,-3.683,244.155,477.71
-562400,-3.7,243.341,478.37
-562300,-3.841,242.3,479.02
-562200,-4,241.928,479.67
-562100,-4.023,241.412,480.33
-562000,-4.052,240.895,480.98
-561900,-4.07,240.379,481.64
-561800,-4.4,240.1,482.31
-561700,-4.64,238.469,482.99
-561600,-4.579,237.351,483.67
-561500,-4.49,236.234,484.35
-561400,-4.524,235.117,485.03
-561300,-4.587,234.1,485.7
-561200,-4.65,234.244,486.38
-561100,-4.784,234.376,487.06
-561000,-4.919,234.508,487.74
-560900,-5,234.6,488.42
-560800,-5.111,233.855,489.07
-560700,-5.21,233.282,489.72
-560600,-5.27,232.708,490.38
-560500,-5.351,231.9,491.03
-560400,-5.43,231.864,491.69
-560300,-5.449,231.802,492.34
-560200,-5.467,231.74,492.99
-560100,-5.48,231.679,493.65
-560000,-5.595,231.6,494.3
-559900,-5.685,231.135,494.95
-559800,-5.75,230.489,495.51
-559700,-6.045,229.843,496.07
-559600,-6.275,229.198,496.63
-559500,-6.48,228.3,497.18
-559400,-6.578,228.529,497.74
-559300,-6.667,228.905,498.3
-559200,-6.77,229.281,498.85
-559100,-6.794,229.657,499.41
-559000,-6.823,230.033,499.97
-558900,-6.86,230.3,500.52
-558800,-6.692,230.276,500.96
-558700,-6.462,230.257,501.4
-558600,-6.15,230.239,501.83
-558500,-6.045,230.22,502.27
-558400,-5.882,230.2,502.7
-558300,-5.66,229.979,503.14
-558200,-5.624,229.7,503.58
-558100,-5.568,231.046,504.01
-558000,-5.49,232.668,504.45
-557900,-5.467,234.5,504.88
-557800,-5.43,235.124,505.12
-557700,-5.38,235.841,505.37
-557600,-5.288,236.558,505.61
-557500,-5.148,237.275,505.85
-557400,-4.95,238.1,506.09
-557300,-4.974,238.494,506.34
-557200,-5.014,238.958,506.58
-557100,-5.07,239.422,506.82
-557000,-4.929,239.885,507.06
-556900,-4.704,240.4,507.3
-556800,-4.41,243.205,507.4
-556700,-4.365,245.6,507.5
-556600,-4.3,247.288,507.59
-556500,-4.21,248.649,507.69
-556400,-4.308,250.5,507.79
-556300,-4.47,248.618,507.89
-556200,-4.67,245.677,507.98
-556100,-4.287,244,508.08
-556000,-3.784,246.399,508.18
-555900,-3.25,248.077,508.27
-555800,-3.196,249.1,508.22
-555700,-3.14,244.903,508.18
-555600,-3.09,243,508.13
-555500,-3.189,242.062,508.08
-555400,-3.276,241.377,508.03
-555300,-3.35,241,507.98
-555200,-3.6,238.997,507.93
-555100,-3.818,237.616,507.89
-555000,-4.04,236.234,507.84
-554900,-4.177,234.853,507.79
-554800,-4.316,233.9,507.59
-554700,-4.52,232.265,507.4
-554600,-4.544,231.018,507.21
-554500,-4.59,229.77,507.01
-554400,-4.635,228.522,506.82
-554300,-4.68,226.7,506.63
-554200,-4.784,226.494,506.43
-554100,-4.887,226.112,506.24
-554000,-4.991,225.729,506.05
-553900,-5.07,225.347,505.85
-553800,-5.18,224.965,505.61
-553700,-5.269,224.583,505.37
-553600,-5.359,224.3,505.12
-553500,-5.42,224.167,504.88
-553400,-5.664,224.062,504.64
-553300,-5.851,223.957,504.4
-553200,-6.038,223.852,504.16
-553100,-6.23,223.746,503.91
-553000,-6.243,223.6,503.67
-552900,-6.257,223.317,503.43
-552800,-6.271,222.853,503.14
-552700,-6.29,222.389,502.85
-552600,-6.368,221.925,502.56
-552500,-6.503,221.46,502.27
-552400,-6.639,220.996,501.98
-552300,-6.775,220.532,501.69
-552200,-6.94,220.632,501.4
-552100,-6.86,221.296,501.11
-552000,-6.759,222.1,500.81
-551900,-6.659,222.73,500.52
-551800,-6.558,223.527,500.21
-551700,-6.48,224.324,499.89
-551600,-6.427,225.121,499.58
-551500,-6.384,226.3,499.26
-551400,-6.341,225.666,498.95
-551300,-6.28,224.446,498.64
-551200,-6.189,223.227,498.32
-551100,-6.033,222.3,498.01
-551000,-5.876,222.147,497.69
-550900,-5.719,222.024,497.38
-550800,-5.58,221.901,497.13
-550700,-5.522,221.778,496.89
-550600,-5.469,221.7,496.65
-550500,-5.417,221.394,496.41
-550400,-5.35,221.171,496.17
-550300,-5.472,220.948,495.92
-550200,-5.641,220.725,495.68
-550100,-5.81,220.502,495.44
-550000,-5.979,220.279,495.2
-549900,-6.14,220.056,494.95
-549800,-6.279,219.9,494.79
-549700,-6.411,219.219,494.62
-549600,-6.543,218.695,494.45
-549500,-6.675,218.171,494.28
-549400,-6.81,217.647,494.11
-549300,-6.882,217.123,493.94
-549200,-6.956,216.599,493.77
-549100,-7.029,216.075,493.6
-549000,-7.103,215.551,493.43
-548900,-7.2,215.2,493.26
-548800,-7.196,214.979,493.16
-548700,-7.191,214.812,493.07
-548600,-7.185,214.646,492.97
-548500,-7.179,214.479,492.87
-548400,-7.174,214.313,492.78
-548300,-7.17,214.146,492.68
-548200,-7.085,213.98,492.58
-548100,-7.019,213.813,492.48
-548000,-6.954,213.6,492.39
-547900,-6.888,212.734,492.29
-547800,-6.82,211.531,492.29
-547700,-6.882,210.328,492.29
-547600,-6.946,208.8,492.29
-547500,-7.01,207.979,492.29
-547400,-7.075,206.854,492.29
-547300,-7.17,205.729,492.29
-547200,-7.234,204.604,492.29
-547100,-7.358,203.479,492.29
-547000,-7.482,202.5,492.29
-546900,-7.606,202.725,492.29
-546800,-7.729,202.923,492.39
-546700,-7.91,203.122,492.48
-546600,-7.93,203.321,492.58
-546500,-7.967,203.519,492.68
-546400,-8.004,203.718,492.78
-546300,-8.042,203.917,492.87
-546200,-8.079,204.115,492.97
-546100,-8.116,204.314,493.07
-546000,-8.14,204.6,493.16
-545900,-8.136,204.848,493.26
-545800,-8.132,205.291,493.45
-545700,-8.129,205.733,493.65
-545600,-8.126,206.176,493.84
-545500,-8.123,206.619,494.03
-545400,-8.12,207.062,494.23
-545300,-8.122,207.504,494.42
-545200,-8.124,207.947,494.62
-545100,-8.125,208.39,494.81
-545000,-8.127,208.832,495
-544900,-8.128,209.275,495.2
-544800,-8.13,209.7,495.46
-544700,-8.043,209.691,495.73
-544600,-7.963,209.682,496
-544500,-7.882,209.673,496.26
-544400,-7.802,209.664,496.53
-544300,-7.721,209.655,496.79
-544200,-7.64,209.647,497.06
-544100,-7.592,209.638,497.33
-544000,-7.543,209.629,497.59
-543900,-7.494,209.62,497.86
-543800,-7.446,209.611,498.15
-543700,-7.397,209.6,498.44
-543600,-7.35,209.645,498.73
-543500,-7.331,209.705,499.02
-543400,-7.312,209.765,499.31
-543300,-7.293,209.824,499.6
-543200,-7.275,209.884,499.89
-543100,-7.256,209.944,500.19
-543000,-7.24,210.003,500.48
-542900,-7.213,210.063,500.77
-542800,-7.189,210.122,501.11
-542700,-7.165,210.182,501.44
-542600,-7.141,210.242,501.78
-542500,-7.117,210.3,502.12
-542400,-7.1,210.106,502.46
-542300,-7.14,209.916,502.8
-542200,-7.17,209.726,503.14
-542100,-7.2,209.536,503.48
-542000,-7.231,209.346,503.82
-541900,-7.261,209.155,504.16
-541800,-7.28,208.965,504.47
-541700,-7.315,208.775,504.79
-541600,-7.34,208.585,505.1
-541500,-7.365,208.395,505.42
-541400,-7.39,208.205,505.73
-541300,-7.415,208.1,506.05
-541200,-7.43,207.552,506.36
-541100,-7.458,207.174,506.67
-541000,-7.478,206.797,506.99
-540900,-7.498,206.419,507.3
-540800,-7.518,206.041,507.62
-540700,-7.538,205.663,507.93
-540600,-7.55,205.285,508.25
-540500,-7.529,204.907,508.56
-540400,-7.514,204.53,508.88
-540300,-7.499,204.152,509.19
-540200,-7.484,203.6,509.51
-540100,-7.469,203.663,509.82
-540000,-7.46,203.78,510.14
-539900,-7.484,203.898,510.45
-539800,-7.5,204.015,510.74
-539700,-7.517,204.132,511.03
-539600,-7.534,204.249,511.32
-539500,-7.55,204.366,511.61
-539400,-7.56,204.483,511.91
-539300,-7.609,204.601,512.2
-539200,-7.643,204.718,512.49
-539100,-7.678,204.835,512.78
-539000,-7.713,205,513.07
-538900,-7.747,205.308,513.36
-538800,-7.77,205.829,513.6
-538700,-7.715,206.351,513.84
-538600,-7.675,206.872,514.08
-538500,-7.634,207.393,514.33
-538400,-7.593,207.915,514.57
-538300,-7.553,208.436,514.81
-538200,-7.53,208.958,515.05
-538100,-7.248,209.479,515.3
-538000,-7.053,210.001,515.54
-537900,-6.857,210.522,515.78
-537800,-6.662,211.2,515.97
-537700,-6.47,211.304,516.17
-537600,-6.525,211.452,516.36
-537500,-6.579,211.6,516.55
-537400,-6.632,211.748,516.75
-537300,-6.686,211.896,516.94
-537200,-6.76,212.044,517.14
-537100,-6.767,212.192,517.33
-537000,-6.778,212.34,517.52
-536900,-6.789,212.488,517.72
-536800,-6.8,212.636,517.89
-536700,-6.812,212.785,518.06
-536600,-6.82,212.9,518.23
-536500,-6.806,212.204,518.39
-536400,-6.795,211.633,518.56
-536300,-6.783,211.062,518.73
-536200,-6.772,210.492,518.9
-536100,-6.76,209.921,519.07
-536000,-6.8,209.35,519.24
-535900,-6.843,208.78,519.41
-535800,-6.886,208.209,519.56
-535700,-6.929,207.638,519.7
-535600,-6.99,207.068,519.85
-535500,-6.951,206.4,519.99
-535400,-6.882,206.296,520.14
-535300,-6.814,206.171,520.28
-535200,-6.746,206.046,520.43
-535100,-6.678,205.921,520.57
-535000,-6.64,205.796,520.72
-534900,-6.791,205.671,520.86
-534800,-6.895,205.546,520.99
-534700,-7,205.42,521.11
-534600,-7.105,205.295,521.23
-534500,-7.2,205.17,521.35
-534400,-7.208,205,521.47
-534300,-7.216,204.679,521.59
-534200,-7.223,204.179,521.71
-534100,-7.231,203.678,521.83
-534000,-7.24,203.177,521.95
-533900,-7.305,202.676,522.08
-533800,-7.39,202.175,522.17
-533700,-7.475,201.674,522.27
-533600,-7.561,201.173,522.37
-533500,-7.646,200.672,522.46
-533400,-7.71,200.171,522.56
-533300,-7.656,199.671,522.66
-533200,-7.613,199.4,522.75
-533100,-7.57,199.452,522.85
-533000,-7.527,199.487,522.95
-532900,-7.48,199.523,523.04
-532800,-7.519,199.558,523.07
-532700,-7.562,199.594,523.09
-532600,-7.604,199.629,523.12
-532500,-7.647,199.665,523.14
-532400,-7.71,199.7,523.17
-532300,-7.649,199.736,523.19
-532200,-7.533,199.771,523.21
-532100,-7.417,199.8,523.24
-532000,-7.3,197.378,523.26
-531900,-7.184,195.343,523.29
-531800,-7.12,193.308,523.33
-531700,-7.18,190.5,523.38
-531600,-7.221,190.826,523.43
-531500,-7.262,191.353,523.48
-531400,-7.303,191.879,523.53
-531300,-7.33,192.405,523.58
-531200,-7.168,192.932,523.63
-531100,-7.047,193.458,523.67
-531000,-6.926,193.8,523.72
-530900,-6.75,194.301,523.77
-530800,-6.668,194.673,523.77
-530700,-6.516,195.1,523.77
-530600,-6.364,195.723,523.77
-530500,-6.211,196.455,523.77
-530400,-6.07,197.188,523.77
-530300,-5.906,197.92,523.77
-530200,-5.753,198.652,523.77
-530100,-5.6,199.385,523.77
-530000,-5.43,200,523.77
-529900,-5.375,201.358,523.77
-529800,-5.313,202.528,523.7
-529700,-5.252,203.698,523.63
-529600,-5.18,204.4,523.55
-529500,-5.028,206.218,523.48
-529400,-4.848,207.517,523.41
-529300,-4.668,208.816,523.33
-529200,-4.5,210.114,523.26
-529100,-4.483,211.4,523.19
-529000,-4.467,212.285,523.12
-528900,-4.451,213.16,523.04
-528800,-4.44,214.036,522.9
-528700,-4.329,214.5,522.75
-528600,-4.246,216.379,522.61
-528500,-4.14,217.658,522.46
-528400,-4.173,218.936,522.32
-528300,-4.22,220.7,522.17
-528200,-4.266,220.669,522.03
-528100,-4.31,220.62,521.88
-528000,-4.387,220.57,521.74
-527900,-4.459,220.521,521.59
-527800,-4.532,220.471,521.37
-527700,-4.58,220.422,521.16
-527600,-4.691,220.372,520.94
-527500,-4.774,220.3,520.72
-527400,-4.858,220.361,520.5
-527300,-4.9,220.475,520.28
-527200,-4.704,220.588,520.07
-527100,-4.572,220.702,519.85
-527000,-4.42,220.815,519.63
-526900,-4.51,220.929,519.41
